	\N	\N
Aix-En-Provence, FR	43.5361366	5.2478609
Alajuela, CR	10.0275726	-88.6873550
Amsterdam, NL	52.3747406	4.7585297
Ankara, TR	39.9035645	32.4825706
Ann Arbor, US	42.2734261	-83.8077316
Brussels, BE	50.8550606	4.3053498
Bucharest, RO	44.4379845	25.9545517
Cebu, PH	10.3791590	123.7062073
Chedi Hak, TH	13.5458918	99.7508545
Chennevieres-Sur-Marne, FR	48.7951012	2.5267379
De Kalb Junction, US	44.5102577	-75.3167496
Fremont, US	37.5295029	-122.0689926
Fuzhou, CN	26.0504017	119.1782990
Geneve, CH	46.2050819	6.1090689
Guangzhou, CN	23.1258717	112.6673355
Hangzhou, CN	30.2616863	119.8916931
Hanoi, VN	21.0227737	105.8019409
Hefei, CN	31.8557396	117.1461716
Holon, IL	32.0134430	34.7461891
Ialoveni, MD	46.9435272	28.7452602
Independencia, MX	20.6987476	-103.3393631
Istanbul, TR	41.0055008	28.7319851
Jinan, CN	36.6431160	116.8890305
Kansas City, US	39.0921173	-94.8559113
Kiev, UA	50.4021378	30.2525024
Kunming, CN	25.0216331	102.6009598
Lawrenceville, US	33.9513321	-84.0338821
League City, US	29.4914589	-95.1815948
Luhansk, UA	48.5802078	39.2168808
Lynnwood, US	47.8279457	-122.3366241
Madrid, ES	40.4381294	-3.8196232
Makati, PH	14.5545197	120.9981689
Medellin, CO	6.2690005	-75.7364807
Milan, IT	45.4628906	9.0376463
Monje, AR	-32.3553467	-60.9516945
Moscow, RU	55.7492905	37.0720673
Motherwell, GB	55.7934113	-4.0138431
Mumbai, IN	19.0830936	72.7411118
Nanchang, CN	28.6812439	115.6241913
Nanjing, CN	32.0995407	118.4575500
New York, US	42.7379951	-78.0528641
Nola, IT	40.9264488	14.5088291
Nonthaburi, TH	13.9648819	100.2749557
Palo Alto, US	37.4257660	-122.2053909
Pavlohrad, UA	48.5296326	35.8240013
Prospect, AU	-34.8861389	138.5914154
Quarry Bay, HK	22.2859097	114.2068710
Redmond, US	47.6698189	-122.1916199
Regina, CA	50.4586830	-104.7054520
Riyadh, SA	24.7253971	46.2620201
Roseville, US	38.7633972	-121.3786240
San Diego, US	32.8248177	-117.3753586
San Francisco, US	37.7578163	-122.5076370
Santioana De Mures, RO	46.5139732	24.4472332
Sao Paulo, BR	-23.6815319	-46.8754997
Singapore, SG	1.3150700	103.7069321
The Hague, NL	52.0717392	4.2398281
Tianjin, CN	39.1247559	116.7350540
Tokyo, JP	35.6735420	139.5702972
Villeurbanne, FR	45.7718124	4.8548069
Washington, US	38.8995323	-77.1546555
Wuhan, CN	30.5684071	114.0201874
Zhangjiagang, CN	31.8832169	120.3982010
